Frequency (MHz),Power (Watts),Error Time (s),Error Distance,Hamming Distance,Error Iterations Since Last Error
3060,53.85,4.244730321999995,12932816401113232384,16470,0
3060,54.35,4.927435666000008,447510199918367744,12071,1
3060,54.16,4.9346077769999965,9710623020078430208,17163,1
3060,54.62,4.960964907999994,10078315185078159360,27262,1
3060,54.88,4.898623932000007,5594753707192194048,26905,1
3060,54.96,4.892818437999992,557117144715803888,36202,1
3060,55.35,4.893182928000002,12431319952634319760,49369,1
3060,55.39,4.896007843000007,15752214181500348416,49202,1
3060,55.24,4.897594255000001,7200497323714518272,55032,1
3060,55.57,4.9016544779999975,4792546251904506752,65423,1
3060,55.43,4.901432772999996,17254727972243317384,74139,1
3060,55.44,4.904211742000001,2038040767480029696,51194,1
3060,55.51,4.905571487000003,9504863313651041784,56919,1
3045,55.69,4.904914457000004,7774353757951629768,63740,1
3045,55.97,4.903969308000001,382481867635604984,71024,1
3045,55.92,4.898055174000007,8140042449855087456,131072,1
3045,55.89,4.897764810999973,7574098978026739088,79115,1
3045,55.93,4.895177949000015,8929978770817410400,81852,1
3045,55.87,4.899044546999988,2997398324830357376,88870,1
3045,55.91,4.895871650000004,6480236062339398424,88061,1
3045,56.02,4.894421588,4707397700798048488,89254,1
3045,56.06,4.895663788000007,12714123199561203064,94996,1
3045,56.04,4.895331491000007,14924586768884163672,98563,1
3045,56.28,4.898881744999983,11103878475860222176,96769,1
3045,56.09,4.8971051670000065,2016702011822219936,98748,1
3045,55.95,4.89865655700001,3789768315939205264,96411,1
3045,55.99,4.896249936000004,8415052168586689544,100219,1
3045,55.85,4.89821676599999,9528365995420246752,100817,1
3045,55.86,4.900404312999996,12210221979066493552,102455,1
3045,55.87,4.90024445200001,6019623415029105968,99720,1
3045,55.97,4.901944031999989,1333007210415448136,99167,1
3045,55.93,4.905110599000011,6678681069948213008,98437,1
3045,55.50,4.908263769999991,9931123301190429104,92410,1
3045,55.43,4.901931605000016,14822137316641571904,117009,1
3045,55.46,4.903792187999983,16665493519978610184,115124,1
3045,55.50,4.904246319000009,17829346737924604544,107309,1
3045,55.67,4.901973565999981,3987814095902318944,123977,1
