Frequency (MHz),Power (Watts),Error Time (s),Error Distance,Hamming Distance,Error Iterations Since Last Error
3075,81.43,0.042791942999997445,10492058941632282624,70,1
3075,81.43,0.048154979000003095,10599881428061126656,85,1
3075,81.43,0.044896062999995934,13672550229440462848,78,1
3075,81.55,0.04243930900000237,1241841224220934144,70,1
3075,81.55,0.04204875499999616,9858098065715625984,67,1
3075,81.92,0.04466635699999699,797471396702584832,54,1
3075,81.92,0.046155059000000165,13012034025163849728,54,1
3075,81.28,0.044046997999998894,1220009324368494592,72,1
3075,81.28,0.04310223900000665,4197521973298331648,56,1
3075,80.14,0.04342809599999953,13328227174140346368,74,1
3075,80.14,0.043175257000001466,11507875741150740480,79,1
3075,80.14,0.04801240599999801,14756642291924729856,79,1
3075,80.67,0.04371646199999191,8602555340816384,72,1
3075,80.67,0.04290386400001012,4505367650245279744,73,1
3075,81.29,0.04185495999999489,14449262853608439808,70,1
3075,81.29,0.04165681800000698,1101464368453255168,61,1
3075,81.33,0.05618222399999695,1126779526822887424,56,1
3075,81.33,0.043152329999998074,10823794776707432448,75,1
3075,80.19,0.04503756399999759,15896316896751910912,65,1
3075,80.19,0.044353022999999325,12204552674034319360,78,1
3075,80.16,0.04645102300000303,14319810758637387776,57,1
2640,80.16,0.04587035899999137,15406620816826040320,84,1
3060,80.37,0.20616797300000655,2607249934194049024,49,9
3060,80.37,0.043864612999996666,13417129281712947200,49,1
3060,80.15,0.04294339999999863,9342655845560352768,38,1
3060,78.92,0.05625350800001172,13548982734552825856,47,1
3060,78.92,0.05050709299999312,17962994146836611072,43,1
3060,78.92,0.044236552000000984,17969652779898503168,38,1
3060,79.78,0.04367744399999651,13725889753796050944,41,1
3060,79.78,0.044441536000007886,5936870248648671232,58,1
3060,79.63,0.04281489699999952,3736087719677657088,41,1
3060,79.63,0.05489591799999971,7833219907186196480,53,1
3060,78.87,0.04551501499999233,9691632062896275456,29,1
3060,78.87,0.044909059000005414,9198593438096556032,46,1
3060,78.09,0.04248141700000474,6005391789909868544,36,1
3060,78.09,0.04635930099999541,7193005056237502464,47,1
3060,78.09,0.04004861299999618,11935779268839079936,34,1
3060,78.12,0.04603234500000042,13608734599951024128,49,1
3060,78.12,0.045054477000007864,2814072480559267840,35,1
3060,78.77,0.04741132099999845,14855193731109617664,52,1
3060,78.77,0.046342358999993394,2982702367414681600,37,1
3060,78.60,0.04720036599999844,15517627504535011328,53,1
3060,78.60,0.04586563400000898,9495857408928120832,43,1
3060,79.21,0.04786158099999227,8563849789489020928,41,1
3060,79.21,0.047452939999999444,12115676944836984832,50,1
3060,78.01,0.04464838799999882,1423550905383256064,45,1
3060,78.01,0.04455726999999854,672382148639588352,48,1
3060,77.55,0.043715426000005664,11397915783886274560,42,1
3060,77.55,0.04518206800000257,16858653444147380224,28,1
3060,77.55,0.04255817099999604,9096866637410992128,49,1
3060,79.03,0.04316382599999713,16478644652036194304,53,1
3060,79.03,0.044260245000003806,2716215947024138240,43,1
3060,78.01,0.04448805299999492,17665044091212267520,59,1
3060,78.01,0.046175728999998,2334289590504259584,45,1
3060,77.99,0.045918790000001763,18337408646045237248,52,1
3060,77.99,0.04562567900001113,10684508635555168256,52,1
3060,78.03,0.04294272099998864,14593325262186610688,51,1
3060,78.03,0.042787863000000925,8504616919428104192,67,1
3060,78.03,0.041588392999997836,8227962177003585536,51,1
3060,79.17,0.04151882100001103,13453439547515731968,59,1
3060,79.17,0.04611641900000052,16770991590935363584,37,1
2640,78.98,0.047044583000001694,6099553952965984256,57,1
3075,78.50,0.23753948999998897,4386602809965674496,75,11
3075,79.32,0.05106437800000663,7457723483584593920,96,1
3075,79.32,0.04486693100000139,17765328332332072960,74,1
3075,79.32,0.04367066999999736,12586320719574073344,83,1
3075,79.52,0.04309344899999701,2625862494141677568,75,1
3075,79.52,0.04485144299999888,451415492605247488,100,1
3075,80.86,0.044203359000007936,18446744067558211584,72,1
3075,80.86,0.04206118499999434,482764768447168512,85,1
3075,79.97,0.04352704999999446,8169415369702899712,84,1
3075,79.97,0.044096344999999815,5207515767339220992,80,1
3075,80.14,0.044886522000012974,5750727295175533568,67,1
3075,80.14,0.042703408999997805,12896305152,83,1
3075,80.14,0.04139110199999152,4829028679112196096,68,1
3075,81.47,0.04365587800000981,2063009293107331072,77,1
3075,81.47,0.04262369299999591,7155577691427045376,101,1
3075,81.67,0.046295692000001054,7530361640862220288,95,1
3075,81.67,0.045580530999998814,17401442776038113280,80,1
3075,80.74,0.04767875199999594,9165221046101868544,89,1
3075,80.74,0.045970154000002594,14670405396532953088,68,1
3075,80.91,0.04390812500000152,15211743400351367168,78,1
3075,80.91,0.043455508999997505,2541208882539397120,58,1
3075,80.91,0.045989172999995276,8834224073384787968,88,1
3075,81.29,0.04502071600001045,5426098680146690048,89,1
3075,81.29,0.044121744999998214,6469033874891866112,94,1
3075,82.14,0.04231249800000114,13230326659113811968,89,1
3075,82.14,0.042016434999993635,13459544062679449600,73,1
3075,81.54,0.04242406000000187,8715459223193518080,64,1
3075,81.54,0.046136470000007535,12439663422986649600,93,1
3075,81.56,0.043692531999994344,16859462694194511872,69,1
3075,81.56,0.04415081899999507,11798929643540316160,101,1
3075,81.56,0.04235323700000038,9007185857216512,81,1
3075,81.58,0.04219792600000005,1763423140721328128,103,1
3075,81.58,0.04185429500000737,1905172153854066688,73,1
3075,81.60,0.04155999699999313,10962887411081019392,90,1
3075,81.60,0.047445081999995864,9282173966457372672,86,1
3075,81.61,0.056171450000007894,5884137640655585280,80,1
3075,81.61,0.043188890999999785,17604087166243569664,90,1
3075,80.48,0.0454911869999961,8191053768410791936,76,1
3075,80.48,0.043634655000005296,18293736048558080000,87,1
3075,80.48,0.046556026000004636,8444944223465504768,85,1
