Frequency (MHz),Power (Watts),Error Time (s),Error Distance,Hamming Distance,Error Iterations Since Last Error
3075,54.44,4.2006349210000025,1657087280207411776,205554,0
3075,54.32,4.866061747000003,8790822635136834544,258901,1
3075,54.45,4.861684976999996,18108429024214602784,309604,1
3075,54.87,4.860515548999999,9034222191215573568,258080,1
3075,54.99,4.863996757999999,4503222173278849256,303415,1
3060,55.02,4.879149756999993,13850763479352100224,351167,1
3060,54.97,4.893803474999999,9120337905032973656,390197,1
3075,55.19,4.871220154000014,8244992510739347592,421727,1
3075,55.51,4.873124778000005,1204388040023899984,419297,1
3075,55.43,4.874785087999982,3355872642403369440,437862,1
3075,55.53,4.872769220000009,1100684988946219128,466451,1
3060,55.41,4.878861212999993,2777113832941578744,425751,1
3060,55.60,4.904386606000003,7492484386283140904,500980,1
3060,55.95,4.882717056000018,4662798894714588488,492795,1
3060,55.94,4.882108406999976,14832425919544852768,558205,1
3060,55.88,4.881460435000008,5439842719770973616,463440,1
3060,55.85,4.887092810000013,12682313650544604072,497391,1
3060,55.90,4.887090825000001,4465937500657118656,519454,1
3060,55.92,4.885082536999988,1433792350021748704,547911,1
