Frequency (MHz),Power (Watts),Error Time (s),Error Distance,Hamming Distance,Error Iterations Since Last Error
3045,54.20,4.255281750000002,10860377661788520448,5855,0
3045,54.12,4.932519724999999,5479024882500632576,6847,1
3045,54.24,4.895669984999998,9565786415990308864,7859,1
3045,54.28,4.899290276000002,11104319769301876736,9373,1
3045,54.53,5.005180267,6470194916514068480,9565,1
3045,54.60,4.937642275000002,13920450406953579520,10777,1
3045,54.76,4.907793822000002,5830525164668321792,11318,1
3045,54.95,4.901612247000003,498932182773923840,13168,1
3030,54.98,4.908007491999996,10938962056169783296,9542,1
3045,55.15,4.908454515999992,3650290595564748800,11814,1
3045,55.34,4.937207276000009,16802569608378712064,11553,1
3030,55.35,4.915135882999991,9720421721295814656,18149,1
3045,55.59,4.918734303000008,17345842522169933824,16789,1
3030,55.66,4.919227704999997,5438360407386240000,15137,1
3030,55.70,4.919526234000003,750408843512905728,15339,1
3030,55.73,4.91641448,7847064489053976576,24707,1
3030,55.73,4.9199975269999925,17209048478501923840,20551,1
3030,55.79,4.91880126800001,1832903684605345792,17830,1
3030,55.83,4.916715662000001,4275604620973819264,32947,1
3030,55.92,4.925302549999998,7546535447928242176,25259,1
3030,56.06,4.916377316999984,1692394944776503296,18099,1
3030,55.74,4.913350763000011,16581761293412028416,27594,1
3030,55.77,4.9124041229999875,3278664997720116816,34917,1
3030,55.81,4.915741308000008,8225387786527307776,23544,1
3030,55.75,4.917525889000018,14417726214354807808,18839,1
3030,55.85,4.919654769999994,17777000915587530752,17529,1
3030,55.69,4.9204469119999885,17036527975341836288,17427,1
3030,55.65,4.919802532999995,1713804221342895024,21273,1
3030,55.77,4.922948145000021,4290886267446755328,17349,1
3030,55.93,4.9242419419999806,9434109199365570560,17977,1
3030,55.87,4.9207654460000185,6103945383128334336,20818,1
3030,55.59,4.920445704000002,13403592310161276928,18146,1
3030,55.62,4.927332237999991,1853803238010126336,16948,1
3030,55.88,4.912326358000001,10475359846916153344,20965,1
3030,55.81,4.912864819999982,16440012104342568960,19334,1
3030,55.97,4.914400659000023,10601896057967607808,28924,1
3030,55.99,4.918954176,3005537070668922880,26766,1
3030,55.85,4.917293435000005,3699327462842040320,21751,1
3030,55.82,4.916375362999986,6239447121244964864,19474,1
3030,55.89,4.916555644999988,6227237642925969408,25392,1
3030,55.91,4.911235383000019,17718990776460939264,31396,1
3030,55.96,4.913445727999971,6342695472173547520,25379,1
3030,55.76,4.915817075000007,6122467526299353088,21500,1
3030,55.93,4.9153568000000405,16837879395547965440,20896,1
3030,55.85,4.915468986999997,2637913205350981632,19687,1
3030,56.00,4.931624322999994,13079747151325036544,27130,1
3030,55.97,4.9151518399999645,14240657894222462976,21090,1
3030,55.65,4.915348616000017,7019109349501566976,19788,1
3030,55.74,4.91725444399998,2585858112552291328,26570,1
3030,55.91,4.9158849940000096,2633514630678307840,22410,1
3030,55.76,4.917833153000004,499479806608619520,20723,1
3030,55.96,4.916112830000031,17007544989575282688,19330,1
3030,55.83,4.915752213999951,15377895836278372352,24573,1
3030,55.85,4.92285030000005,4172866369385267200,22452,1
3030,55.77,4.918651103000002,14917162301278173184,28326,1
3030,55.85,4.913650062999977,3453953132374317888,31591,1
3030,56.10,4.9178793560000145,4335268964428939264,24970,1
3030,55.93,4.918559958999992,7408566523924576256,22811,1
3030,55.87,4.913679564000006,10833493661448091648,29707,1
3030,55.84,4.915442359999986,10178078372968243200,29909,1
3030,55.85,4.917086610000013,2223612923365163008,23926,1
3030,55.92,4.920851454000001,16049353500259317760,21490,1
3030,55.78,4.917542819999994,6576233511868450816,26223,1
3030,55.47,4.915919923999979,18196588822143831040,26405,1
3030,55.61,4.916092708000008,11573359446522068992,22843,1
3030,55.88,4.9156627560000175,643422063841805200,34024,1
3030,55.88,4.917955997999968,14054485489387175936,24507,1
3030,55.80,4.916876088000038,14300002733866104832,25424,1
3030,55.84,4.919308933999957,8626187752746102784,20726,1
3030,55.51,4.917125443000032,4183343012333452992,33380,1
3030,55.77,4.923803668999994,9643958799813443584,28571,1
3030,55.86,4.942870905999996,204183738821640192,21978,1
3030,55.63,4.914813286000026,17907068827583729656,32953,1
3030,55.63,4.916904271999954,5568535095548706816,26965,1
3030,55.64,4.917172020999999,9530663513637688320,21517,1
3030,55.63,4.914350992000038,4653761892921631808,29205,1
3030,55.73,4.915860620999979,266759207577323520,24474,1
3030,55.76,4.915809231000026,4555047999074477056,26291,1
3030,55.64,4.916829406999966,15011540376411570176,22315,1
3030,55.42,4.914779585000019,1926000855699685376,33293,1
3030,55.67,4.928534806000016,6725114512934479872,24265,1
3030,55.63,4.919577750999963,12371041789400711168,24562,1
3030,55.67,4.91481563100001,17202422694599458816,36541,1
3030,55.33,4.917568269000014,15602144348731625472,26882,1
3030,55.37,4.916064612000014,16905325649979779072,26691,1
3030,55.66,4.91492372099998,5465026216824406016,23356,1
3030,55.58,4.915461816000004,16244580589775216640,36015,1
3030,55.57,4.9157305489999885,18183759491940220928,27278,1
3030,55.80,4.91140872699998,4923849423007858688,40238,1
3030,55.45,4.912552018000042,5060980438267041792,41681,1
3030,55.65,4.911617312999965,15123119757437435904,40328,1
3030,55.61,4.914294493999989,15442193177651052544,32992,1
3030,55.72,4.916714599000045,5456015102501507072,25648,1
3030,55.72,4.928813448000028,14509313647808479232,27103,1
3030,55.66,4.913685910999902,14671271630158750720,21526,1
3030,55.55,4.917554041000017,2418996194056077312,20408,1
3030,55.48,4.913601702000051,11172575550725337088,28383,1
3030,55.79,4.913928774999931,8246838391294787584,25419,1
3030,55.67,4.912721932000068,13823561591106437120,22409,1
3030,55.83,4.915129277999995,577402410423758848,30477,1
3030,55.56,4.916675646000044,9327817002240999424,29978,1
3030,55.81,4.9190392889998975,8189277260918947840,24706,1
3030,55.68,4.918276173000095,1841770166855697408,20414,1
3030,55.86,4.919852046999949,6073456191867582464,19398,1
3030,55.70,4.915864090000014,10161414567720648704,26534,1
3030,55.81,4.913101687999983,6036107445654441984,23232,1
3030,55.59,4.915346625999973,10865493684527955968,21791,1
3030,55.50,4.912715839000043,13372286661874670592,20989,1
3030,55.60,4.916516208999951,5377024559888943280,28262,1
3030,55.78,4.917569505000074,6118351287648649216,24408,1
3030,55.68,4.920731517999911,3078210178344427520,20967,1
3030,55.65,4.9216063880001,9257143407105140736,20380,1
3030,55.54,4.921863228999996,13969957452747783168,25771,1
3030,55.55,4.921135897999989,18018629449491671040,20490,1
3030,55.69,4.91726319199995,15212606361662246912,20550,1
3030,55.66,4.932455613000002,17370814933869002752,23409,1
3030,55.65,4.914362471999993,145637285556689920,23060,1
3030,55.73,4.915736861000028,7008392701222681600,21824,1
3030,55.90,4.917247790000033,11658323872678338560,28637,1
3030,55.94,4.913962520999917,14929369915378630656,25797,1
3015,55.47,4.263449121999997,11293858089687842816,6487,0
3015,55.37,4.923981549000018,14611093456238280704,6821,1
3015,55.21,4.928658387000041,5700809670000115712,6257,1
3015,55.36,4.927544473000012,13144811197283696640,6169,1
3015,55.61,4.934087336999937,10237895846201262080,7975,1
3015,55.66,4.929195981000021,2870666858777280512,6411,1
3015,55.51,4.925601949999987,8909131709109108736,8637,1
